,"CD8-positive, alpha-beta T cell",gamma-delta T cell,fibroblast,plasma cell,intestinal crypt stem cell of colon,"CD4-positive, alpha-beta T cell",B cell,enterocyte of epithelium of large intestine,myeloid leukocyte,BEST4+ enterocyte,regulatory T cell,mast cell,colon endothelial cell,type L enteroendocrine cell,colon macrophage,transit amplifying cell of colon,enterochromaffin-like cell,large intestine goblet cell,paneth cell of colon,enteroglial cell,myofibroblast cell,"naive thymus-derived CD4-positive, alpha-beta T cell",monocyte,innate lymphoid cell,tuft cell of colon,mature NK T cell,natural killer cell,myeloid dendritic cell,neutrophil
Tannerellaceae,0.49068604415488326,-0.18188805372349023,-0.09735424845830207,-0.03257691697191012,-0.008693312419204569,-0.16696729282807585,0.5169249201285975,0.07234367988905051,0.25575149050706386,-0.021105409924104174,-0.3961809901645551,0.2310172075174266,-0.423676492625933,0.12940978617435941,-0.26049451164984316,0.7461827997692424,0.4234088166524165,0.1817261373814441,0.5291120032964005,-0.10389479323972076,0.3130438136010279,0.20994313011561405,0.229206024400101,0.5317060500320303,0.3697476308339407,0.23661709884750698,-0.3464662308684888,-0.1380138885838391,0.11318731992128275
Rikenellaceae,0.17801171228299537,-0.18906111740217715,0.8735030026735263,0.6049182165760718,0.330635496117745,0.17161105838512342,0.08633730902965449,-0.1355755380066707,0.17324415555565875,0.22732576204282517,-0.2225281726444873,0.2502529251734692,0.10342228535257536,-0.4223422673632172,-0.10811550323385058,0.025918339973506732,0.7163062972020571,0.31696593736012746,-0.25064447072996743,0.2958108868252911,-0.31419119668150963,0.47480731616612193,0.00866260445463643,0.12190914337824874,0.547738994262657,-0.23614907057527498,-0.2691354555338974,-0.025079797903801465,0.4615136553057949
Bacteroidaceae,-0.3058038226430527,-0.6996466794331706,0.014652342477300379,0.3155222399732761,0.5100785249216487,0.011051591374380304,0.026572017865199277,0.4961702202767242,-0.4109225099086261,0.03344376744509722,0.20712716697751732,0.28476561638551023,-0.002942007957264764,0.1603323035117524,-0.5964982060238968,-0.04747452370015451,0.28605261376634017,-0.14468821027640386,0.1676952664768792,0.2840617502408094,0.04723523974267051,0.20113913129897126,-0.1388197695853837,0.088016616091186,0.33306485087676674,0.19709188829053026,-0.025959380869180648,0.2172649212872379,0.36438293719098536
Bacteroides fragilis,-0.4649823835732434,0.4977222194867693,0.04912357839567841,0.2776469799720691,0.5091740770935683,-0.26150210916913974,-0.06283230072826398,0.06343539123728856,-0.08512605633732848,0.6704809727510426,-0.10703162814803782,-0.016664033846059967,0.21131670948089304,-0.21064485782282663,0.03129578647312084,0.24523597837505254,0.050141878685246624,0.12198394233001551,-0.008799633734511259,-0.30434109275423005,0.24647796340177158,0.6764799214941725,0.15552048923503142,0.21757923517426486,0.3578168265350578,-0.23079914896400974,0.6607543974388816,0.2106986389268406,0.6395570697267327
Butyricicoccus pullicaecorum,-0.06990989865719682,0.6954185767673474,0.38254664821043494,0.31591202575570754,0.22020733630594436,0.07544141457766519,0.5101594975421617,0.19210796095441407,-0.4401209110761456,-0.18515593851210074,0.0942462743421758,0.2429996949496665,0.13302345333003124,0.5156912369380989,-0.43533055921158736,0.19307638095154805,-0.3953937676161464,0.37791368864525055,0.12166238566739918,0.2758829916072354,-0.10916488817692985,0.5338394794973254,0.46251739921765533,0.3250632909035663,0.11114482594096776,0.32395718558853964,-0.062067770396204675,0.40666669770621355,0.6448442682971762
Bacteroides intestinalis,0.4711831679937558,-0.06888074094222285,0.25842519518193086,-0.23794246312759434,0.3217170933527027,0.28518102385876165,-0.41094490185964916,-0.19853515317370915,0.06505833097686986,0.059742075857752125,-0.21284308062564158,0.2666936188056551,0.2254420826821536,0.09171926040644421,-0.07673745004750887,0.464612137924969,0.6466221339264886,0.0049315548460388825,-0.03365007514644622,0.29736229962359884,0.04259118607590413,0.10818083980102974,0.3718959455174014,-0.4228068262521878,0.5454906974558008,0.17180415729880238,0.02655205663134594,0.12322975373356532,0.13872880650615563
Collinsella aerofaciens,-0.3693603910334776,0.5984814682359707,0.16239768968118554,0.28290063913421254,0.43546493117221285,-0.15634873726809004,0.2920415697105685,0.06970767273036192,0.4040312325649481,-0.4881682261054485,0.12027170992761929,-0.030846196735188486,0.27967888519024664,0.2910132562104606,-0.06228776844660783,-0.06365215925281306,0.11680038943280116,-0.11899266819456242,0.4025951086356381,0.03923783986576615,-0.7220964657964923,0.03755338301345816,-0.1615631462531917,-0.33938274463828366,-0.22122799146677172,0.18282254154989103,0.5485922484744693,0.243955342159494,-0.0319510164647219
Bacteroides caccae,0.2867712585512108,0.012272906934302469,-0.05838011074894339,-0.19630880046989532,-0.37554864202551574,0.03302288803216641,0.19741604697603954,0.12101289899553308,0.025209921615792413,-0.1337238182090343,0.3324738575054905,-0.24513957598397548,0.3828083741530426,-0.1506651056780174,-0.07573057120591048,-0.2900355571847031,-0.000420644065691006,0.4425937375433936,0.30468842653318695,0.4435266336084105,0.30664276378018074,-0.18110094855911077,0.05076323270173279,-0.08405973873523881,0.5491724712117121,-0.20903659392789345,0.4181093068167332,0.41788616103263077,0.6988860605148262
Phocaeicola vulgatus,0.027094022211150787,0.36369664787404865,0.8344955509616528,-0.035292503080109006,-0.31051207425970784,-0.4140030101723291,0.3638136086583994,-0.4149450624175751,0.03830428411862315,0.2811939561116882,0.2055526610489742,0.2776334592552517,0.2166869567402562,0.5336597439940179,-0.13569491422163907,-0.053098541537559385,-0.08179783358124718,0.39905754355878303,0.42011957651851906,0.28536759579555243,0.5050481000669783,-0.20341226021291423,0.6501672334653411,0.6069715865136774,0.37068659917372404,0.684539672631318,-0.34698696230333215,-0.007334440878795562,-0.07059103820458568
Phocaeicola massiliensis,0.366443797127203,-0.16504222188064369,0.37724854480124564,0.561160843199014,0.35856087002519976,0.2351253070984503,-0.14636200227022475,-0.1040552898376094,0.524885671589,0.3838047011715997,0.13829414418673677,0.02462713627023283,-0.457742361933413,-0.17125572560533162,0.723425726141917,-0.23413667130074003,0.2068439463663242,0.4522331919585595,-0.2264768004006877,0.20541314243432499,0.43137466125319646,0.1537497965721751,1.0105209167000304,-0.3505797776634585,0.4676185589651637,0.09815947878106068,0.3815760464510025,0.28239214550977376,-0.06994685913299897
Parabacteroides distasonis,0.21869891773780206,-0.40737043541948614,0.3309742501714181,0.2394475397971577,0.3415980505929307,0.467435497526145,0.2602859520629133,0.19442682593948285,-0.11432050099838767,-0.06366622909471528,0.5060203860531993,0.5809006217117936,0.07856686910638377,0.16380082417598224,-0.12138431249812984,0.5018270535802334,0.3496250471075336,0.7323652309391248,-0.11349692315392165,0.03659763029453485,0.21943377675767167,0.3439468613177312,0.0852997087357103,-0.1118883271361101,0.4144222586770713,0.36634060876367447,-0.12488223016911745,0.5566328403316487,0.5010596127589811
Allobaculum,0.19028894917433786,0.1738793587128109,0.31621733133477214,-0.10851092107687746,0.15900944374922465,-0.49571506338275406,0.4129366936508806,-0.3184479667325578,0.6010259485286997,0.0509639718100649,0.08649990542064694,-0.03832017182535169,0.06358833782337708,0.5755594035444109,-0.5963425969605238,0.5330896158264563,0.2514070443305124,-0.21210649435716464,-0.17259371791477138,0.6529179081624609,-0.13365206398281934,-0.19600515317878783,0.49119436270941874,0.25156586288577426,-0.13137767296091965,0.2149874926213857,-0.1577258050920832,0.4802464195267815,0.46841128946194
Coriobacteriaceae,0.30960185964658293,0.258498318374105,0.6783564374602121,0.14990589821646758,-0.20456223762624035,0.284842173849692,0.7758141148611342,-0.15442784795575562,0.04156116999180427,0.27493381143043577,0.13382854529827826,-0.14469107411319435,0.48655735686914126,0.8460122166051778,0.2088394377071722,-0.12122048692080009,-0.3146881575160425,0.22739279436635423,0.48116320299487725,0.29255032394861447,0.14927884772434385,-0.02678149553679185,-0.1776490898154269,0.4004253978974647,0.42413148641567566,-0.3137189360072199,0.6269516934542051,0.3222213662682004,0.569878393543738
Defluviitaleaceae,-0.2526383245455345,-0.25974724662463167,0.10530920706981092,0.3008353280685583,0.688908246878089,0.3618236741445394,0.07719561695639,-0.1579107622997676,0.519000171815745,-0.13941162772521445,0.6385405664316964,0.0646846051180472,0.6271746217853551,0.35367938701778345,0.10890135316726252,-0.005818911547837979,0.04772763679617606,0.27849500771257124,0.173146948865315,-0.028143422420611547,0.10031057690471032,0.17357310891574493,-0.48862022832444363,0.28745043443660956,-0.14391636741504202,-0.1959997209617235,-0.3562033041332131,-0.388167749360367,-0.25663425093368675
Alistipes onderdonkii,-0.06270628728914712,0.7359777412579704,-0.007763902768561176,0.2033250318804094,0.2701444159518986,0.1893195558647546,0.1267669617822019,-0.2085881290797734,0.5852782644837635,0.6921589930913655,-0.35479760823680573,-0.15720857726591383,0.06605689728689818,-0.1393613384730574,0.30178966603675955,-0.06848166072198392,0.7995168203419807,0.5071645783030788,0.21377220918966444,0.45809587899591964,0.4817701273071927,-0.01918424641747296,-0.09486517336258943,0.17344291889089422,0.4084908373493832,0.1917181195960253,-0.32309894465729916,-0.09084733318525268,0.12780814092168657
Parabacteroides goldsteinii,0.12730031870225092,0.7417626530369424,-0.2657963827196994,0.30167677255076236,0.5967339324984868,0.8314349236268388,0.02868077304481162,0.29742883581605994,0.3209281071595941,0.20864451946598722,0.12034643962820818,0.2807926168500138,-0.6096738255659055,0.3546208470187894,0.18785337109859016,0.08325753096652039,0.7640586587158673,-0.05248020563716568,0.029077203280490765,0.7474659906614202,-0.09961839145495699,-0.015034584880961654,0.105892372970745,0.4022203446388648,0.21234075220599402,-0.23778760414567876,-0.009650568938156856,-0.032206329963663405,0.12683368643308632
Bacteroidota,0.2777530975889487,0.2754617267663916,-0.38280352621452063,0.4691822962682568,0.22577065379898703,0.5653596142781718,0.28325949818720153,0.4803968873207286,0.2899635934350381,0.5538677268608244,0.30667519080533356,0.12062542606712878,0.8317304161340645,0.41671113668396764,0.3221233263013239,-0.23289132496150075,-0.23649228523906132,0.23781464464255603,0.19365635933047223,-0.03423676950249485,0.192294809883618,0.6265880784130787,0.35862074236508956,-0.19230255292582146,0.11654735185711688,-0.09148994425576826,0.03369002507743166,0.02591530031110717,0.006706325218798437
Citrobacter rodentium,-0.22654061159201846,0.11170359554454296,-0.018182291054193,-0.7288346070006804,0.7658916073504989,0.47663089626500155,0.03710978252250119,0.15564571492217952,-0.2014963041952685,0.6587168633432596,0.7191866084319335,0.19700811847395738,0.4570591932556034,0.20258603368017714,-0.25101763166277924,0.026452989310902814,0.1895783900315871,0.013635684376966745,0.0844040167694892,0.12258013274726566,0.1257364506403616,0.16567754714924496,-0.16818151991898025,-0.06510484473838085,-0.2353752797099908,0.4433446649058601,-0.48169408255209734,0.49607710299507757,0.5659048191788529
Shouchella clausii,0.05934582390521358,-0.6309411263481896,0.04160683140981285,0.13074475161335422,-0.15317946597867402,-0.00456551814247283,0.6090585596590053,0.3494781486905223,-0.12736923431342997,-0.3292797508786296,0.05189480471706867,0.08596296619486853,0.29885975620899485,-0.010595013770297701,0.3034498726085584,0.7305462120180688,0.3946503067332787,0.13557344780076822,0.09505485868401159,0.042998059746038625,0.5041922737356433,-0.03819403378539088,0.16356681269999476,0.1653593705643256,-0.0005352578434595912,-0.2617396643652302,0.24689235108530044,0.13169880844338494,0.30007214083097095
Bifidobacterium,-0.01008009193175008,0.5162463896439143,-0.11303213436355344,0.6636120852053677,-0.3742909529484785,0.2804310193670673,0.29262920475798704,-0.08866712038226468,0.2773181813583038,0.5338556009280476,-0.5150456518062193,0.3008234422472444,-0.5979812460990233,-0.1396994410569624,0.6387499094702835,-0.0245346100176162,-0.20216398932269178,0.09061868130459544,0.7703719014490656,-0.3995046741618078,-0.16539297349180335,0.5992295049538879,0.7073107030613197,0.11897063271291482,-0.2217158107579927,0.7787530505427477,0.628332717524759,0.3536840963286699,-0.09372070468122601
Enterococcus,0.13529119774858897,0.10189197568655076,0.24925539138467334,0.5853004314394008,0.4138251123412209,-0.1732128230954275,0.5629489350058613,0.24393964200394658,0.3561197387576749,0.5899622577835808,-0.18347407485406533,0.13925232638806112,-0.009436365407764519,-0.3203578276096367,0.254012993281476,0.9034669654753271,-0.40202332335172575,0.1403158166851589,0.34216288052243204,0.18692346049685432,0.11606158424527788,-0.23976490903374728,0.21983602288204906,-0.0770291931047779,-0.5069765114935659,0.5083776661541192,0.43751574595261267,0.16549829305532393,0.21872240646171076
Staphylococcus,0.4722954038146684,0.21730189703342478,0.4212052664283943,0.06075533973784496,0.5435951215721839,0.24623571777980516,0.2082155830817622,-0.23101832661360963,0.23608675629051262,-0.09958647524833533,-0.04148481795854825,-0.09461268849483631,-0.1698704795697675,0.7874314209050884,0.5494017185965209,0.7261102506432784,-0.21686850586666914,0.17137612497326773,-0.23805228756122873,-0.058708463159119206,-0.12543809502497247,0.5218752019324684,0.03113109656947205,0.47051380010820487,0.3312362668765554,0.8410916256314367,-0.29383326694191725,0.5277699719360397,0.49393226112021826
Escherichia/Shigella sp.,-0.14201365140811037,0.45214000094194784,0.2508434889078686,0.08175712201397767,-0.09718064609159988,-0.06573283543475578,0.7649436287357778,0.1502048456872448,0.3846390004594378,-0.08726981450026594,-0.08395588386649164,0.47459544277498267,-0.2548728634654597,0.02543586962841854,0.16020822332166962,0.18341178055201574,0.09627201449515312,0.2687459343287769,0.35785672674534347,0.370391263637799,-0.145741142600348,0.06475347062136085,0.5084288585630813,0.4183941562721617,-0.2618578354443192,0.2554439701056605,-0.44346757481244303,0.16408047061811087,0.7193301050237931
Faecalibaculum,-0.13436781518069588,-0.10029691364747464,0.37920893447185783,-0.3128404545628938,-0.03982650896551171,0.32893234127452575,-0.04028575430682094,0.07920900383670851,0.37325571309451033,0.27646382506096834,0.23004551888862057,0.04826331621898837,0.2610183345806866,0.11288019597007301,0.28734168297773544,0.0009203924646065398,0.09522930768613766,-0.14698733776560416,0.1394977169981292,-0.09330025908865344,-0.18421393504859798,0.2275983443566164,0.2138219327572981,0.3848621204845717,0.02066232912747029,0.2724158540510267,0.315239271682099,0.28343214234947844,-0.09769610484064264
Dubosiella,0.19480904468135665,0.25924208881639843,0.15215354007238258,-0.47594329751132536,0.198146887192044,0.8137593118191726,0.041988219372905186,-0.06842312935659633,0.2620045679134194,0.2437134631399715,0.5078205496249243,-0.22736044677266634,0.36941407577249774,0.327126618375439,0.10735603891783616,0.25160619537650697,0.45883724447950713,0.41169461400853513,-0.1929057936221186,0.3960474560266453,0.13059341849024445,0.17186222940465462,0.17195909730050835,0.104927103360522,0.5075122491321195,0.12488461204523639,-0.1858638385149506,0.03194104320908135,0.20360841504314267
Candidatus Arthromitus,0.5187644352891151,0.3309284054846501,-0.10516058362411315,0.8955569750036675,0.22943259329339388,0.5326172213997045,0.10448566992683125,0.31000777341163477,0.40184055135552144,0.5154584135262767,0.4672104916134675,0.4116591000218933,0.05547398064176741,-0.021523812586818403,0.24978225309725927,0.42993842170232077,0.08318378976701789,0.469551589714316,0.5857850236458538,-0.12489627572202591,-0.10107621113888396,0.10788748232839906,0.2422838004567589,-0.007370104130115296,0.5556608036601433,0.2772200584555353,0.16183411447222185,-0.2807728571605582,-0.24474474492825213
Turicibacter,0.2343027750845419,-0.48977868784645084,0.4537912228932215,0.1025538466883039,1.12292789087842,0.8423748751848332,0.09556527922574498,0.11809889924060551,0.4486744542006089,0.6609517829754114,-0.341408717230805,-0.385912639606406,-0.036610441666314414,0.3248212749521593,0.2990620771522791,0.470931436495155,-0.20990925850959244,-0.5448431588906629,0.40740425859064355,-0.09845888188957036,-0.4555463593165914,0.1935191237878145,0.3879527064656032,0.11338286036361682,0.012645484145253238,0.10219133035622803,0.03882517127976513,-0.2544141335820501,-0.06440420309712955
Roseburia,0.3063839715041443,0.24650356241295002,0.20041794179004607,-0.14854454455601382,0.09554905135929986,-0.5031195139328564,0.2035429991656169,0.5786573123440701,-0.29223963961263166,-0.025778301995326602,0.24873203361303886,0.5258527903282451,0.015532615109955183,-0.057675098779768896,-0.44067694272482494,0.18103143879243191,0.7626228120431232,0.23320753858940274,0.143316306244886,0.24662469323009562,0.14667239881541938,-0.09390431167803895,0.3969839747033116,0.21772845693352633,0.15528397558009718,-0.142609808183475,0.5410523795804277,0.349410823599933,-0.015876251210190595
Ruminococcus,0.45054745610458113,0.0007287484844378522,-0.08460104775331109,-0.07791093524408613,-0.38132056592642727,0.2914627141254617,-0.39934346350150496,-0.21853314937972876,-0.47267640272355993,0.12417909216273207,0.10490386191843837,0.05199113604409078,-0.16277330840117285,-0.20167012603099202,0.28931095906397225,-0.015165579512546323,0.24490749646084342,-0.11557460583726673,0.2043188228313247,0.5409834111948191,0.32584974011783496,0.02627585453505589,0.2271596911067782,0.07780044764093609,0.15236405540841844,0.05231668435544891,0.10069943823438264,0.21362800592225256,-0.1480076098745852
Sutterella,-0.15476364809699347,-0.26656276614936336,-0.33008133135111295,-0.2151848076661438,0.19783875204123874,-0.11783625464756523,0.3040843392693289,0.16041412462576854,-0.4405512640314161,0.34649267526650696,0.39323959367751293,-0.148158802450456,0.27605746286849747,-0.10694947122275969,0.1793011130245006,-0.2293495220864897,-0.387931935760373,0.03515484311610939,0.11288131611754915,0.030696091915618784,-0.20520916746676784,0.030030281360658884,0.2307884257742202,0.1365320909632389,0.204750309179764,-0.05103456013626986,0.5015153744148478,-0.20285200096643416,0.29626808912601554
Oscillospira,0.5045673278879884,0.2942724278246686,0.08924273188055099,-0.008489113998893738,0.46082629531387675,-0.2768924775785019,-0.14103727811389308,0.030732670352483588,0.5212961272535994,0.2639302908122688,-0.1404137275530736,0.05690768838452891,-0.03429694322888832,-0.06293669767006052,0.4436668675670338,-0.26152293877905164,0.632634256720312,0.39846890705538685,0.47725850118110935,0.011118146392422507,0.10501778427626718,-0.2799455443574136,-0.00739872212004089,0.2980964542929453,0.5388189185344189,-0.1821470450407355,0.04034821890442024,0.1046102339302433,-0.26873676065774554
Anaeroplasma,0.3274047725275201,-0.06719709952278272,0.09138289464689281,0.014415188426436687,-0.08680155171590229,0.1478865043558336,0.08531712642959328,0.038442635316400325,-0.06853848650410282,0.24585740123488664,0.6460851805476855,0.1919661698517382,0.44883546447333866,-0.2670665775460388,0.19732843178813084,-0.17921049569131994,-0.2930774782595704,-0.07181142223771089,0.5075698003240718,0.43500474860089366,0.2229014166163199,-0.30981016796697924,0.09111580458361895,0.24051000267052064,0.20266086887357937,-0.4031380750442237,-0.11709535440596155,0.13077667075538502,0.31088727285515694
Anaerotruncus,-0.5088383463299839,0.10136280735604247,0.1929146309636857,0.40488359655486394,0.357857275271231,0.32477139564264157,-0.08998215201058024,-0.42240064113699227,0.032084172881579706,0.450489547562568,0.5680363582573295,0.3631647306893356,0.2788022468405203,0.26389189451578965,-0.01683562402823416,0.11098191193391399,0.6507208577478993,-0.13276740173756288,0.6344336372129554,0.053391553652382476,0.5476296327285235,-0.2720445028492615,0.32577126034939474,-0.0710310407842866,-0.2745801575772563,0.21556021272328368,0.45284153657879056,-0.1034824315780489,-0.29970478813752033
Peptococcus,0.12244657069951345,0.12376940136684567,0.3144958882663496,0.4348783714093465,0.13217544561825176,0.706650994438279,0.21727042336058752,0.04607204819793011,-0.33347020773084834,0.07120214390514967,0.049083916376659126,0.43809143888444113,0.2887450872200562,-0.20381073648978518,0.20167631592331126,0.351459351518716,0.6084094078163498,0.41625119022421775,0.37825399629344336,0.16802579838454906,0.2664936016270349,0.5248514702118476,-0.24983321924389493,0.04516820183491323,-0.08177062462687221,0.2637459356178372,0.5190666526952362,-0.02909228601632216,-0.5670913102408314
Peptococcaceae,0.02633377649265896,0.424042119605222,0.3112889708849639,0.2784558743431728,0.06600200943765608,-0.2337092208659359,0.3045882964873402,-0.10028454301038744,0.8052290200141369,0.3211521625063548,-0.024194490766185323,-0.03341557421658847,0.12211673801592351,0.07814942339347507,0.4850501326589862,0.2059248509232139,-0.06948952167255842,0.7171322055467348,0.16479249945606678,0.380651902790669,-0.03246795223342777,0.258934688323357,0.24333299734295855,-0.4168947876288458,0.754582533138192,0.5371933382767641,0.030841405156203705,-0.18068092213675666,0.2542684841410656
Anaerofustis,0.17600930982431898,0.25670068456896883,0.2074732188582269,0.30187229679177785,0.584191709817542,0.32043096153859385,-0.16489664967298232,0.5587688558137356,0.6421843690464862,1.0956170203536253,-0.1870482099718794,0.2228646039450825,-0.4746296109566961,0.31594474691376273,-0.014460089450031799,0.727033738447486,-0.08238449100557457,-0.35675491139017845,0.008620877789244114,-0.4426463313651412,0.37532983635219297,-0.4695249138768961,0.15853727435494766,-0.473343545956859,0.05391065863900742,0.6430134467413602,0.2581943674307385,-0.10904808148948017,0.1406389533182748
Coprococcus,0.15540506161333398,0.2917891037530217,-0.26005750898424795,0.3277701821541992,-0.6613174894808325,-0.03896536570914311,0.0035178472645366055,0.33999804782137155,0.15678925580306075,-0.27166891615688604,-0.14549793774510453,0.20960400286422207,0.1262797974406331,-0.023737232890723936,0.005749863146406187,0.3588503991477867,-0.005307771860764393,0.123572626791278,0.8009809764241629,-0.27710479106517694,-0.4055528194723975,0.385076899439582,-0.053592918388230965,0.054528741677213916,-0.08434691343933423,0.07205995776974625,0.6295614336289024,0.39063853758543576,0.4086670535660931
Gordonibacter,-0.27486811673779366,-0.19534612096586076,-0.701723597845628,-0.09281424632482618,0.4370109559156975,0.3050839547245113,0.08354602111436282,0.14330991488458408,-0.05666566277262167,0.21142766472053526,0.37976348384418446,-0.3347660362231418,0.23989430635120443,0.42973046128640013,0.02546991331098912,0.3602101836361751,0.9943963333417659,0.11869716210393241,0.2679921150015971,-0.07141712509841747,0.2043753487806151,0.28808148749469115,0.2084527020810414,-0.15590859591265702,0.2119085313976352,0.5886587816152911,0.28459072935435814,0.4385961567215523,0.07889640899621168
Eggerthella,0.37497007182711317,0.2337803514649578,-0.13527321890616958,0.24555630143966234,-0.14750899903209316,-0.03986408246543757,0.20679849218771224,0.2391732820140372,-0.20676973952313873,0.4661957313548628,0.32160188349014185,-0.06141853068326514,-0.3112754389347526,0.10652862627557061,0.016216885841651957,0.18394213711590685,0.04106500165333005,-0.4522370582235029,0.03349591850965247,0.05831426667950611,0.3400983074322176,-0.059459902383314917,0.6536024020117699,-0.4234921651955271,0.5433502493407874,0.08270430873656856,0.4078754617030669,0.17394044521761992,0.49186666080764074
Holdemania,0.033791410634156624,-0.17958612755334366,0.576151286181319,0.11595580623535764,0.21646754208726315,0.5204255742134385,-0.15958657262833045,0.3286472692917772,-0.02696842693886728,0.11034919330668844,0.17168368961528666,-0.3000665584340808,-0.08365111284613042,0.5553218677239418,0.41585735657543865,0.13120812680182953,0.2229370375538679,0.061727248309062704,0.5569750157483946,0.08989422666175084,0.2195526276404544,0.49380904324261954,-0.08321144545377196,0.6176367553490681,-0.3091384229230131,0.6388926393338396,0.038197324814407616,0.07719037565241547,-0.4170030513548828
Candidatus Bacilloplasma,0.013561584786692144,-0.1619419593080653,-0.03229390361204179,0.1088067102633361,0.4373374843418717,0.21228100542018774,0.24230299602033414,-0.17865581665366867,-0.11422622688081904,0.6896175055053936,-0.07056031042897398,0.6468624756171887,0.07708164033574005,0.15068638084305122,0.47110954806897887,0.5315677265815969,0.11675623191627374,0.033527083943538344,0.13322386544333606,0.2513872584696355,0.41739110606092666,0.15126895769824547,0.3356658894069461,0.6415079196812823,0.26439288367943536,0.24349585680143349,-0.3056732475270203,-0.639219041048719,0.26651271876905047
Limosilactobacillus,0.12155273061573832,-0.004434802474422572,0.22305906125590338,0.1318788812409275,0.4883340751901696,0.17583326047769338,-0.07407698552105027,0.44704987168778665,0.08486067751613925,0.3079610051016921,0.006776788142159873,-0.04494806564923093,0.17525046905570885,0.15384859306310553,0.2939481106100499,0.06940627400707723,-0.4009079351311191,0.020167834923483396,0.3881455401431447,0.06078717622706807,0.07608497924563559,0.44591295177178114,-0.06359196817767682,-0.3128409654728699,0.10181066414235168,0.004747814625378904,-0.13987389592597618,0.09738646323039278,0.29745169417403505
Parasutterella,0.14721343152965527,0.24209432180587132,0.694022309554627,0.047136341532730774,0.23350459039340088,-0.002764008779740368,-0.10390791596609186,-0.025472296025330965,0.00637242854349343,0.25784273926413764,0.8547227360102272,-0.06481303088275209,0.02501240831536125,0.13106309606662553,0.2687396546129241,0.22906524358643549,0.5352287381844352,-0.5779176211605624,-0.5660789610587018,0.0012365483969552227,0.4791900562631126,-0.3196944094816788,-0.752289701908127,0.3213538218657626,0.22309716711081432,-0.17706252203982895,-0.145661880216279,-0.14092311589040232,0.18316059524218203
Bifidobacterium longum,-0.037894582854902104,0.2982191756926559,-0.7063879988713173,-0.10705555953833981,-0.18781618827331506,0.07309779648825233,-0.011414327547041553,0.38935313396872995,-0.40780103149801716,0.1636474428992256,0.3175009269635116,0.7069942309685864,0.005470208671957438,0.24733758130575512,-0.3911588377687094,-0.5675868612939071,0.40343231273450997,0.14833191190557882,0.5035538069395268,-0.2620208666909247,0.30597064185862577,0.7106453521631559,0.2759116825071798,0.23297445167731462,0.15256682424730494,-0.32126443713777364,0.5566718807131044,-0.033257291941519745,0.3013449769149051
Bacillus pumilus,-0.318910291971376,-0.20383789935233412,0.5805262197666706,0.04580931331264712,0.5859826428127634,0.12653080228244465,-0.4025693318873572,0.4176202799195161,-0.026967695326682334,0.359606644055113,0.15756326026202463,-0.3129354683828611,0.19928842961117071,0.8088669426458397,0.29789593755433774,0.13274467409836105,0.47260302058706927,0.21320053956093324,0.2128602690788383,-0.17748755164773075,0.2201544077368795,0.4606330249250834,-0.10081864563000739,0.5773487463740843,0.1224881927564622,-0.11633085346156222,0.44928962307607334,0.06396172927851922,0.3778544662458323
Clostridium,0.062472410322438846,0.1320521569410289,0.29806806130028746,0.23726911727700176,-0.4486595341355215,-0.18637312202831754,0.42882299543724467,0.11035902332953582,-0.007119390831426542,-0.2575722045772423,-0.17392089638275451,-0.4565395919885842,0.11961578438954013,-0.02953127417431406,-0.13997636729559457,0.12956297244961407,0.2591911892558214,0.7779593796629835,-0.30356502586896406,0.49781431299015655,0.44193046830452154,-0.08372782181301017,0.2109707863758093,0.012710025198715419,0.20570657412562166,0.6027393040213651,0.33168186978939385,0.3025825119700326,0.020907204013607295
Enterobacteriaceae,-0.2952169994773005,0.08745953683787763,0.5119824464591746,-0.3081503569768943,-0.16652681045300852,0.18788032087022044,-0.1453964354541787,-0.08775703413456379,0.02292042548154688,-0.25968522125704485,-0.1422365538649105,0.3610283750361926,-0.2422109346692892,-0.3293616403484513,-0.0390074938601683,0.3695866507529537,0.09092345760093314,0.01062567656531449,0.1633076392546821,-0.37371222985789554,0.29841169613250973,0.26503050942109324,0.027207457771283625,0.451777353538925,-0.18824882968591158,0.48837269797607075,0.19634809967857533,0.04903422303654799,0.14403790938950653
Erysipelotrichaceae,0.11782057025671747,0.5160848689253151,-0.17300373824130402,-0.07875577174397946,0.4608908676217439,-0.02866048055515777,0.4201599231994775,0.6598307949026129,0.029461491917509908,0.3544086979725916,-0.19610768440195755,0.3764199894203427,0.20982719579603012,0.29191148464806455,-0.043671621610618494,-0.3483250246701517,0.3009756194248514,-0.46902094574383635,0.05479485232723956,0.4323545599259909,0.2075693207619108,0.7345027934369439,0.45753274577453207,-0.046169516497672924,0.1581940139554316,0.1357887892366692,-0.3246530290038382,-0.132119674945306,-0.01822827209395808
Parabacteroides sp. HGS0025,-0.46086615085678095,0.16424804047549288,0.07527844660408778,-0.3518681703934722,0.2712638595831996,0.36476182340728786,0.21811034365946666,0.052779547437308935,0.32743264552555645,0.3540661081430073,0.2422210709159065,-0.09738367513042828,0.2329802296533542,0.5086441952476437,-0.028988717583519064,0.7793818017397294,-0.007689280195615322,0.15972210400204087,-0.05174567880190084,0.21698125077607827,-0.3726665077905825,-0.013812539645016358,-0.17763636010457015,0.19060150436768727,0.44833421265267215,0.3438018561343654,-0.5614978082576676,0.7626208958783641,0.2385839821862605
